total_runs,sum_drops,avg_tx_pkts,overall_drop_rate_weighted,avg_drop_rate_unweighted,avg_duration_sec,avg_drops_per_run,avg_tx_pkts_per_run
100,1256937,52191.2,0.194089860543229,0.18935342629367,37.58,12569.37,52191.2
