total_runs,sum_drops,avg_tx_pkts,overall_drop_rate_weighted,avg_drop_rate_unweighted,avg_duration_sec,avg_drops_per_run,avg_tx_pkts_per_run
37,4534206,331884.648648649,0.269669484923758,0.269746992936416,286.594594594595,122546.108108108,331884.648648649
