total_runs,sum_drops,avg_tx_pkts,overall_drop_rate_weighted,avg_drop_rate_unweighted,avg_duration_sec,avg_drops_per_run,avg_tx_pkts_per_run
10,807523,196569.1,0.29118668808105,0.290671600752092,196.1,80752.3,196569.1
