total_runs,sum_drops,avg_tx_pkts,overall_drop_rate_weighted,avg_drop_rate_unweighted,avg_duration_sec,avg_drops_per_run,avg_tx_pkts_per_run
36,2733252,319907.666666667,0.191808127030537,0.184417869990785,279.027777777778,75923.6666666667,319907.666666667
