total_runs,sum_drops,avg_tx_pkts,overall_drop_rate_weighted,avg_drop_rate_unweighted,avg_duration_sec,avg_drops_per_run,avg_tx_pkts_per_run
10,393230,158498.2,0.198780514929644,0.197071993039639,145,39323,158498.2
